date,state,avgLoans,totalLoans,avgTerm,avgIntRate,avgGrade,avgEmpLength,avgAnnualInc,avgVerifStatus,avgHomeOwner,avgOpenAcc,avgRevolBal,avgRevolUtil,avgTotalAcc,countOfLoans
2012-07-01,MN,13954.72972972973,1032650,42.16216216216216,14.17581081081081,2.7027027027027026,5.837837837837838,64933.61864864865,0.5675675675675675,0.10810810810810811,10.932432432432432,14847.527027027027,57.03378378378378,23.37837837837838,74
2012-08-01,MN,13238.081395348838,1138475,40.18604651162791,14.01686046511628,2.686046511627907,6,63466.46511627907,0.5813953488372093,0.05813953488372093,11.093023255813954,16207.046511627907,60.45232558139535,26.186046511627907,86
2012-09-01,MN,11753.543307086615,1492700,39.59055118110236,13.40259842519685,2.4803149606299213,6.536585365853658,56432.7757480315,0.5826771653543307,0.05511811023622047,10.716535433070867,15307.92125984252,62.39523809523809,23.748031496062993,127
2012-10-01,MN,12134.598214285714,1359075,39.857142857142854,14.187232142857143,2.6964285714285716,5.918918918918919,62657.093035714286,0.5803571428571429,0.08035714285714286,10.830357142857142,13931.223214285714,60.00982142857143,24.366071428571427,112
2012-11-01,MN,12945.61855670103,1255725,42.18556701030928,14.652164948453608,2.8247422680412373,6.126315789473685,70623.97938144329,0.5979381443298969,0.08247422680412371,11.422680412371134,16781.082474226805,57.94479166666667,25.432989690721648,97
2012-12-01,MN,15300.657894736842,1744275,41.89473684210526,14.646052631578947,2.780701754385965,6.830357142857143,75682.62280701754,0.7368421052631579,0.07017543859649122,11.771929824561404,17795.429824561405,64.33684210526316,27.614035087719298,114
2013-01-01,MN,13965.466101694916,1647925,40.067796610169495,13.997033898305084,2.5677966101694913,6.965811965811966,67020.83050847458,0.6271186440677966,0.06779661016949153,11.516949152542374,18470.07627118644,60.75,25.93220338983051,118
2013-02-01,MN,15984.351145038168,2093950,41.31297709923664,13.430458015267176,2.450381679389313,6.007751937984496,69373.28702290077,0.648854961832061,0.06870229007633588,11.702290076335878,19157.59541984733,63.5175572519084,25.076335877862597,131
2013-03-01,MN,15900.961538461539,2480550,42,14.22826923076923,2.6858974358974357,6.54054054054054,74050.70961538462,0.6346153846153846,0.07051282051282051,12.083333333333334,22543.19871794872,61.89551282051282,26.743589743589745,156
2013-04-01,MN,13980.817610062893,2222950,41.735849056603776,14.729811320754717,2.830188679245283,6.707006369426751,70037.89559748428,0.6037735849056604,0.07547169811320754,11.327044025157234,17012.67924528302,59.92767295597484,24.238993710691823,159
2013-05-01,MN,15063.942307692309,3133300,42,14.702451923076923,2.855769230769231,6.925,67511.10788461538,0.6971153846153846,0.10096153846153846,11.10576923076923,17579.33173076923,64.26153846153846,24.85096153846154,208
2013-06-01,MN,13333.333333333334,2760000,41.44927536231884,14.589468599033816,2.8019323671497585,6.044554455445544,65522.92405797102,0.6618357487922706,0.06280193236714976,10.93719806763285,14910.207729468599,60.78743961352657,24.908212560386474,207
2013-07-01,MN,13094.883040935672,2239225,41.19298245614035,13.733625730994152,2.672514619883041,6.197452229299363,65211.54362573099,0.6842105263157895,0.07602339181286549,10.678362573099415,17125.637426900586,59.38070175438597,23.976608187134502,171
2013-08-01,MN,13604.347826086956,3441900,43.11462450592885,14.190395256916997,2.794466403162055,6.457142857142857,68568.60849802372,0.6719367588932806,0.07114624505928854,10.707509881422926,18596.395256916996,57.538339920948616,24.359683794466402,253
2013-09-01,MN,15065.198863636364,2651475,44.45454545454545,14.744772727272727,2.9545454545454546,6.476744186046512,72241.36568181818,0.7443181818181818,0.0625,10.471590909090908,17791.903409090908,61.210795454545455,23.681818181818183,176
2013-10-01,MN,13396.25,3483025,43.47692307692308,14.377653846153846,2.7807692307692307,6.130612244897959,65708.0716923077,0.7192307692307692,0.08846153846153847,11.126923076923077,16139.176923076922,57.925,25.303846153846155,260
2013-11-01,MN,14604.673913043478,3359075,42.573913043478264,13.85195652173913,2.5739130434782607,6.099099099099099,69247.27543478261,0.7434782608695653,0.09130434782608696,11.217391304347826,16851.76956521739,60.82608695652174,25.5,230
2013-12-01,MN,14768.75,4076175,42.52173913043478,14.18105072463768,2.760869565217391,6.456928838951311,72543.1920289855,0.8007246376811594,0.10507246376811594,11.315217391304348,17338.318840579712,59.87463768115942,26.170289855072465,276
2014-01-01,MN,14464.928057553956,4021250,42.302158273381295,14.04363309352518,2.697841726618705,6.31203007518797,75510.4892086331,0.7482014388489209,0.07553956834532374,11.647482014388489,15745.172661870503,59.829496402877695,27.607913669064747,278
2014-02-01,MN,13986.347517730497,3944150,42.04255319148936,14.463262411347518,2.897163120567376,6.174721189591078,68313.43166666667,0.7340425531914894,0.09219858156028368,10.964539007092199,18559.54964539007,62.20035460992908,25.659574468085108,282
2014-03-01,MN,14205.352112676057,5042900,42.42253521126761,14.207971830985915,2.850704225352113,6.423529411764706,71421.73833802817,0.7549295774647887,0.07887323943661972,11.87887323943662,15961.242253521126,59.712112676056336,27.676056338028168,355
2014-04-01,MN,14690.329512893983,5126925,43.56446991404012,14.519197707736389,2.962750716332378,6.33939393939394,68799.35194842407,0.7421203438395415,0.06303724928366762,11.229226361031518,14530.873925501433,57.21375358166189,25.555873925501434,349
2014-05-01,MN,14146.69540229885,4923050,43.724137931034484,13.731149425287356,2.8649425287356323,6.120481927710843,66568.99862068966,0.6120689655172413,0.10057471264367816,11.649425287356323,14968.341954022988,56.33477011494253,25.95977011494253,348
2014-06-01,MN,14566.8458781362,4064150,45.376344086021504,14.14304659498208,3.064516129032258,6.155555555555556,66176.87168458781,0.6200716845878136,0.07526881720430108,11.268817204301076,15118.89605734767,55.35519713261649,25.684587813620073,279
2014-07-01,MN,13825.944333996023,6954450,43.3479125248509,13.72131212723658,2.94234592445328,5.872469635627531,66589.97852882704,0.5964214711729622,0.09741550695825049,11.453280318091451,15298.2703777336,57.92485089463221,25.697813121272365,503
2014-08-01,MN,13891.337386018236,4570250,43.148936170212764,13.983434650455926,3.021276595744681,6.037267080745342,72028.25094224924,0.6443768996960486,0.1033434650455927,12.2370820668693,18052.96048632219,58.01033434650456,27.817629179331306,329
2014-09-01,MN,13441.520467836257,2298500,42.03508771929825,12.592573099415205,2.6315789473684212,5.975460122699387,69301.00935672515,0.6140350877192983,0.1111111111111111,11.988304093567251,15502.30409356725,51.68771929824561,26.64327485380117,171
2014-10-01,MN,14148.214285714286,9705675,43.94169096209912,13.133498542274053,2.7667638483965016,6.022935779816514,68033.2059329446,0.6822157434402333,0.09329446064139942,12.25072886297376,17878.498542274054,57.40218658892128,26.28862973760933,686
2014-11-01,MN,14207.824803149606,7217575,44.267716535433074,13.240984251968504,2.8681102362204722,6.345755693581781,68533.19076771653,0.6811023622047244,0.09055118110236221,11.366141732283465,17436.15748031496,57.79527559055118,25.12007874015748,508
2014-12-01,MN,15130.31914893617,2844500,43.659574468085104,12.352925531914893,2.632978723404255,5.896174863387978,75695.29164893617,0.7074468085106383,0.10106382978723404,11.73936170212766,19962.26595744681,57.634574468085106,25.898936170212767,188
2015-01-01,MN,15246.836313617607,11084450,44.08803301237964,13.171224209078405,2.8583218707015132,6.03257790368272,71018.81669876204,0.7207702888583218,0.07702888583218707,11.916093535075653,18238.198074277854,58.963273727647866,25.910591471801926,727
2015-02-01,MN,14179.289940828403,7188900,43.10059171597633,12.524891518737672,2.719921104536489,5.985772357723577,68074.29262327416,0.6646942800788954,0.11045364891518737,11.585798816568047,19912.506903353056,57.20889328063241,25.157790927021697,507
2015-03-01,MN,15155.265848670757,7410925,44.19631901840491,12.803374233128833,2.8098159509202456,6.02510460251046,67358.68157464212,0.7177914110429447,0.08793456032719836,11.742331288343559,16398.337423312885,55.833196721311474,25.443762781186095,489
2015-04-01,MN,14860.804416403786,9421750,45.53943217665615,13.06255520504732,2.891167192429022,5.929159802306425,72093.9790851735,0.7003154574132492,0.07728706624605679,12.09621451104101,17649.559936908518,58.9294952681388,26.2807570977918,634
2015-05-01,MN,14667.457627118643,8653800,44.54237288135593,12.760237288135594,2.801694915254237,5.813708260105448,70721.91144067797,0.7050847457627119,0.11016949152542373,12.076271186440678,17131.21525423729,57.53508474576271,25.48135593220339,590
2015-06-01,MN,14693.108651911469,7302475,43.967806841046276,12.722092555331992,2.8249496981891347,5.7175732217573225,68678.67464788732,0.7062374245472837,0.11267605633802817,11.893360160965795,15873.058350100604,56.53608870967742,25.53923541247485,497
2015-07-01,MN,14476.16144018583,12463975,44.390243902439025,12.749082462253194,2.8501742160278747,5.752147239263803,70518.31634146342,0.6887340301974448,0.09175377468060394,12.225319396051104,16710.361207897793,54.203372093023255,26.37630662020906,861
2015-08-01,MN,14959.618573797678,9020650,44.11940298507463,12.328905472636816,2.6948590381426203,5.825938566552901,71590.89998341625,0.6633499170812603,0.09286898839137644,11.983416252072969,18854.54726368159,56.85406301824212,25.519071310116086,603
2015-09-01,MN,15253.29457364341,7870700,44.55813953488372,12.621046511627906,2.7906976744186047,5.9397590361445785,73197.36191860466,0.7286821705426356,0.09302325581395349,12.362403100775193,18480.60465116279,53.96356589147287,26.02906976744186,516
2015-10-01,MN,15200.083426028921,13664875,44.40934371523915,12.205962180200222,2.660734149054505,6.018648018648019,74740.03269187987,0.7119021134593994,0.0867630700778643,12.230255839822025,17849.493882091214,54.38073496659243,26.186874304783093,899
2015-11-01,MN,14943.396892655368,10579925,44.440677966101696,12.050706214689265,2.6440677966101696,5.995568685376662,74638.03733050848,0.7090395480225988,0.09463276836158192,12.115819209039548,18710.717514124295,55.991926345609066,24.82909604519774,708
2015-12-01,MN,14774.967447916666,11347175,44.1875,12.009947916666667,2.62890625,6.002735978112175,74575.00951822917,0.69140625,0.10286458333333333,12.0390625,19061.419270833332,53.821614583333336,25.615885416666668,768
2016-01-01,MN,15545.650183150183,8487925,43.64835164835165,12.210567765567765,2.6263736263736264,6.055876685934489,74507.71794871795,0.6007326007326007,0.11172161172161173,12.52930402930403,20731.7673992674,55.77908256880734,25.652014652014653,546
2016-02-01,MN,15800.270061728395,10238575,43.25925925925926,12.592916666666667,2.6728395061728394,5.946859903381642,89018.35518518518,0.6712962962962963,0.12037037037037036,12.083333333333334,18621.49537037037,55.35632716049383,25.34104938271605,648
2016-03-01,MN,14780.992268041236,17205075,43.27835051546392,12.451331615120274,2.656357388316151,6.011690647482014,71991.00300687285,0.6426116838487973,0.11683848797250859,11.892611683848797,17869.387457044675,53.14012027491409,24.848797250859107,1164
2016-04-01,MN,13942.296296296296,9411050,41.76,12.398488888888888,2.645925925925926,6.130298273155416,69983.44715555555,0.6488888888888888,0.12296296296296297,11.625185185185185,16888.573333333334,55.047111111111114,24.136296296296297,675
2016-05-01,MN,14020.493358633776,7388800,41.601518026565465,12.51707779886148,2.648956356736243,6.014028056112225,70551.99110056926,0.6850094876660342,0.11195445920303605,12.007590132827325,17357.284629981026,51.91385199240987,24.79506641366224,527
2016-06-01,MN,14245.410839160839,8148375,42.96503496503497,12.439143356643356,2.5367132867132867,6.154676258992806,72962.94480769231,0.743006993006993,0.13286713286713286,12.122377622377622,16967.851398601397,53.53409090909091,25.332167832167833,572
2016-07-01,MN,13700.51724137931,7946300,43.11724137931034,13.5985,2.768965517241379,5.919786096256685,70160.61529310344,0.75,0.12586206896551724,11.918965517241379,15459.64827586207,54.184137931034485,23.929310344827588,580
2016-08-01,MN,13915.024429967427,8543825,42.41042345276873,13.662605863192182,2.7866449511400653,5.986301369863014,73809.82491856678,0.742671009771987,0.1270358306188925,11.504885993485342,16620.306188925082,54.79837133550489,23.41368078175896,614
2016-09-01,MN,13249.661399548533,5869600,42.121896162528216,13.652595936794581,2.785553047404063,5.809523809523809,71805.21246049661,0.6568848758465011,0.12189616252821671,11.82844243792325,14824.067720090294,51.944796380090494,24.936794582392775,443
2016-10-01,MN,14734.676145339652,9327050,43.014218009478675,13.47739336492891,2.721958925750395,6.293637846655791,75003.02203791469,0.6682464454976303,0.10742496050552923,12.07266982622433,16164.154818325434,52.601740506329115,24.954186413902054,633
2016-11-01,MN,13539.453125,8665250,41.4,13.301921875,2.665625,6.050903119868637,76099.015640625,0.6796875,0.0921875,11.628125,17242.9234375,54.66078125,23.5390625,640
2016-12-01,MN,13284.703196347033,8728050,41.51598173515982,13.706225266362251,2.7610350076103503,5.877777777777778,73527.99951293759,0.7016742770167428,0.1035007610350076,11.56468797564688,16284.452054794521,53.729071537290714,24.267884322678842,657
2017-01-01,MN,14518.738819320215,8115975,42.01073345259392,13.639087656529517,2.7477638640429336,6.052238805970149,90643.67642218247,0.6744186046511628,0.1037567084078712,11.921288014311271,17444.68336314848,52.06046511627907,25.22361359570662,559
2017-02-01,MN,13660.95890410959,6980750,42.528375733855185,13.37692759295499,2.704500978473581,5.965092402464066,73905.42929549902,0.6966731898238747,0.12720156555772993,11.62426614481409,17213.19373776908,53.12602739726027,23.428571428571427,511
2017-03-01,MN,13550.397973950796,9363325,41.66136034732272,12.662662807525326,2.548480463096961,5.951219512195122,75973.89458755427,0.6729377713458755,0.10130246020260492,12.096960926193923,16927.37916063676,50.29971014492754,24.35600578871201,691
2007-06-01,MO,1400,1400,36,10.91,3,1,40000,0,0,NaN,0,NaN,NaN,1
2007-07-01,MO,3862.5,7725,36,14.065,5,5.5,38640,0,0,11,3998.5,62.150000000000006,27,2
2007-09-01,MO,4250,17000,36,13.907499999999999,4.75,3.5,28000,0,0.25,4.5,2142.75,56.425,6.5,4
2007-10-01,MO,7975,55825,36,12.488571428571428,4.142857142857143,3.7142857142857144,55271.42857142857,0,0.14285714285714285,7.714285714285714,6981.285714285715,49.614285714285714,15.285714285714286,7
2007-11-01,MO,7000,7000,36,12.17,4,10,43000,0,0,8,2778,99.2,33,1
2007-12-01,MO,7614.285714285715,53300,36,14.092857142857143,5,2.5714285714285716,34400,0,0,7,14284.42857142857,65.45714285714286,13.714285714285714,7
2008-01-01,MO,10725,21450,36,12.895,4.5,7.5,49500,0,0,12,15455.5,54,20.5,2
2008-02-01,MO,7666.666666666667,46000,36,12.543333333333333,3.5,6,52833.333333333336,0,0,15.333333333333334,9431.166666666666,41.833333333333336,28.166666666666668,6
2008-03-01,MO,7897.222222222223,71075,36,11.02111111111111,2.6666666666666665,4.333333333333333,73378.88888888889,0,0.1111111111111111,9.222222222222221,30876.777777777777,42.31111111111111,20.444444444444443,9
2008-04-01,MO,8081.25,32325,36,13.9475,4.5,8,42498.5,0.5,0.25,6.5,11988.25,72.075,18.75,4
2008-05-01,MO,2700,5400,36,11.5,3,3.5,36102,0,0,10,4012,39.75,18,2
2008-06-01,MO,4166.666666666667,12500,36,10.496666666666666,2,1.6666666666666667,20500,0,0.3333333333333333,5.333333333333333,5487,44.733333333333334,10,3
2008-07-01,MO,6250,12500,36,11.625,3,8,44396,0,0,10,9903.5,28.700000000000003,17.5,2
2008-08-01,MO,5200,5200,36,10.96,2,1,27800,0,0,10,3999,21.5,11,1
2008-09-01,MO,5100,5100,36,13.8,4,8,46000,0,0,6,314,12.6,28,1
2008-10-01,MO,6750,13500,36,14.055,4,2.5,80000,0.5,0.5,10,27998.5,44.25,20,2
2008-11-01,MO,5733.333333333333,17200,36,10.136666666666667,1.6666666666666667,2,40000,0,0,5.666666666666667,8402.333333333334,38.5,14,3
2008-12-01,MO,8000,24000,36,12.889999999999999,3,6.333333333333333,44998.666666666664,0.3333333333333333,0,10,13954.666666666666,60.233333333333334,27,3
2009-01-01,MO,7375,66375,36,11.28111111111111,2.111111111111111,3.4444444444444446,38110.22222222222,0.3333333333333333,0.1111111111111111,9.444444444444445,7188.111111111111,33.51111111111111,21.22222222222222,9
2009-02-01,MO,7375,29500,36,10.5775,1.75,2,39365,0.5,0,9.75,5824,29.375,28.25,4
2009-03-01,MO,10500,31500,36,14.843333333333334,4,7,50336,0.6666666666666666,0,9.666666666666666,8609,31.166666666666668,24,3
2009-04-01,MO,9125,54750,36,13.308333333333334,3.1666666666666665,3.6666666666666665,41851,0.3333333333333333,0,6.333333333333333,4394.833333333333,36.5,16.333333333333332,6
2009-05-01,MO,8000,32000,36,14.42,3.75,2.5,32005.75,0.25,0,9.25,15374.75,75.8,17.25,4
2009-06-01,MO,8883.333333333334,53300,36,13.106666666666666,3.1666666666666665,3.8333333333333335,72784,0.16666666666666666,0.16666666666666666,9.166666666666666,20441,72.06666666666666,22,6
2009-07-01,MO,11320,56600,36,10.538,1.8,3.6,60684,0.6,0,12,20097.4,31.86,29.4,5
2009-08-01,MO,9500,66500,36,12.971428571428572,2.7142857142857144,5,62143.42857142857,0.5714285714285714,0,8.285714285714286,9718.857142857143,52.65714285714286,23.571428571428573,7
2009-09-01,MO,8080,40400,36,12.434,2.6,4.4,49571.2,0.2,0,8.2,8139.2,32.68,19.6,5
2009-10-01,MO,9150,91500,36,12.877,3,2.9,49828.924,0.1,0,8.4,33479.1,55.300000000000004,19.7,10
2009-11-01,MO,9037.5,72300,36,11.91375,2.375,4.5,59230,0,0.125,10.25,10524.5,41.8875,21.125,8
2009-12-01,MO,10925,65550,36,14.323333333333334,3.5,6,45431.46666666667,0.16666666666666666,0.16666666666666666,6.833333333333333,23096.833333333332,60.81666666666667,17.5,6
2010-01-01,MO,8120,81200,36,13.924,3.4,5.8,54980,0,0,9.9,19864.1,59.82,23.1,10
2010-02-01,MO,9486.666666666666,142300,36,11.57,2.533333333333333,3.9285714285714284,51599.933333333334,0.06666666666666667,0.06666666666666667,8.066666666666666,8858.4,44.61333333333334,20.8,15
2010-03-01,MO,9632.142857142857,134850,36,11.575,2.4285714285714284,5.538461538461538,71062.14285714286,0.35714285714285715,0.21428571428571427,9.714285714285714,10715.214285714286,39.285714285714285,32,14
2010-04-01,MO,9150,109800,36,11.7125,2.5,6.083333333333333,78006.75,0.3333333333333333,0,10.333333333333334,29095.333333333332,43.108333333333334,22.25,12
2010-05-01,MO,11426.190476190477,239950,39.42857142857143,11.172380952380951,2.380952380952381,5,66663.61904761905,0.5238095238095238,0,10.095238095238095,13300.857142857143,44.01428571428571,26.142857142857142,21
2010-06-01,MO,9858.823529411764,167600,48.705882352941174,11.382352941176471,2.3529411764705883,4.866666666666666,53184.117647058825,0.47058823529411764,0.058823529411764705,9.176470588235293,5494.529411764706,33.16470588235294,24.529411764705884,17
2010-07-01,MO,10271.153846153846,267050,45.23076923076923,12.543846153846154,2.730769230769231,4.5,51442.46153846154,0.6538461538461539,0.07692307692307693,10.192307692307692,12032.884615384615,48.81153846153846,20.5,26
2010-08-01,MO,8996.153846153846,233900,47.07692307692308,13.647692307692306,3.269230769230769,6.76,83048.65384615384,0.5384615384615384,0.07692307692307693,9.538461538461538,10864.538461538461,44.36153846153846,24.73076923076923,26
2010-09-01,MO,10675,298900,42.857142857142854,12.196071428571429,2.7142857142857144,5.958333333333333,70748,0.7142857142857143,0.10714285714285714,7.678571428571429,19459.178571428572,42.042857142857144,22.285714285714285,28
2010-10-01,MO,11502.5,230050,46.8,11.624,2.55,5.222222222222222,59894.25,0.7,0.05,8.75,11886.5,49.4,20.6,20
2010-11-01,MO,11612.5,255475,45.81818181818182,10.636363636363637,2.3636363636363638,5.714285714285714,64160.40909090909,0.5,0,8.863636363636363,16702.636363636364,52.222727272727276,24.59090909090909,22
2010-12-01,MO,12309.782608695652,283125,47.47826086956522,11.370869565217392,2.6956521739130435,5.666666666666667,66990.60608695653,0.782608695652174,0.043478260869565216,9.391304347826088,13760.04347826087,57.99130434782609,23.304347826086957,23
2011-01-01,MO,10207.35294117647,173525,44.470588235294116,10.81235294117647,2.411764705882353,6.5625,55470.58823529412,0.5882352941176471,0.11764705882352941,9.647058823529411,14340.35294117647,54.89411764705883,26.235294117647058,17
2011-02-01,MO,10104.166666666666,303125,43.2,11.328333333333333,2.6333333333333333,6.535714285714286,53510.53333333333,0.6,0.1,8.966666666666667,11229.833333333334,46.77333333333333,25.666666666666668,30
2011-03-01,MO,11956.481481481482,322825,46.666666666666664,11.868148148148148,2.7037037037037037,5.074074074074074,80612.57037037038,0.8888888888888888,0,10.37037037037037,19647.14814814815,51.1037037037037,27.40740740740741,27
2011-04-01,MO,9766.40625,312525,48.75,12.1328125,2.9375,5.612903225806452,68113.6375,0.625,0.09375,10.75,12150,46.990625,28,32
2011-05-01,MO,13186.904761904761,276925,44,11.540000000000001,2.3333333333333335,4.6,55871.04761904762,0.5238095238095238,0.14285714285714285,11.047619047619047,11190.714285714286,49.423809523809524,26.238095238095237,21
2011-06-01,MO,10176.28205128205,396875,45.84615384615385,11.848461538461539,2.4871794871794872,6.081081081081081,55340.769230769234,0.6410256410256411,0.10256410256410256,9.23076923076923,13521.74358974359,43.48717948717949,24.205128205128204,39
2011-07-01,MO,10383.783783783783,384200,41.83783783783784,12.18108108108108,2.5675675675675675,5.324324324324325,61638.18378378378,0.5405405405405406,0.08108108108108109,9.54054054054054,11841.081081081082,42.18378378378378,22.972972972972972,37
2011-08-01,MO,9953.75,398150,42.6,11.47425,2.225,5.076923076923077,62143.475,0.55,0.125,10.35,11963.35,51.4175,24.975,40
2011-09-01,MO,12517.361111111111,450625,43.333333333333336,11.828611111111112,2.4166666666666665,5.771428571428571,58362.555555555555,0.8055555555555556,0.05555555555555555,9.055555555555555,14471.416666666666,50.99722222222222,23.13888888888889,36
2011-10-01,MO,9575,335125,40.114285714285714,10.623142857142858,1.8857142857142857,6.057142857142857,59253.71428571428,0.4857142857142857,0.05714285714285714,9.857142857142858,11635.228571428572,48.00857142857143,24.857142857142858,35
2011-11-01,MO,12123.863636363636,533450,42.54545454545455,12.03,2.409090909090909,5.523809523809524,61092.045454545456,0.6136363636363636,0.06818181818181818,8.886363636363637,14004.84090909091,49.46976744186046,22.954545454545453,44
2011-12-01,MO,14145.625,565825,46.2,12.913499999999999,2.575,5.256410256410256,63654.197,0.7,0.15,10.025,18904.275,63.495,22.875,40
2012-01-01,MO,12458.333333333334,485875,42.76923076923077,11.921794871794871,2.1538461538461537,4.135135135135135,60939.307692307695,0.5897435897435898,0.05128205128205128,9.743589743589743,15391.307692307691,56.284615384615385,25.025641025641026,39
2012-02-01,MO,14196.666666666666,638850,42.4,12.804,2.6,5.2727272727272725,67376.82555555555,0.8222222222222222,0,9.177777777777777,11313.866666666667,48.84444444444444,20.955555555555556,45
2012-03-01,MO,13352.702702702703,494050,41.189189189189186,12.481891891891891,2.3513513513513513,5.914285714285715,63859.244864864864,0.6216216216216216,0.1891891891891892,10.756756756756756,16376.243243243243,51.7972972972973,27.513513513513512,37
2012-04-01,MO,15110,679950,42.4,13.864888888888888,2.7333333333333334,6.674418604651163,70415.26666666666,0.6444444444444445,0.06666666666666667,10.822222222222223,18330.355555555554,62.75333333333333,26.444444444444443,45
2012-05-01,MO,12114.53488372093,520925,40.46511627906977,12.965116279069766,2.4651162790697674,6.523809523809524,58816.62046511628,0.6976744186046512,0.046511627906976744,10.69767441860465,14097.860465116279,55.4046511627907,25.27906976744186,43
2012-06-01,MO,11302.604166666666,542525,41.5,14.608125,2.875,6.127659574468085,60410.445,0.5833333333333334,0.08333333333333333,10.395833333333334,14883.770833333334,61.9375,22.666666666666668,48
2012-07-01,MO,12436.475409836066,758625,41.114754098360656,14.000327868852459,2.6721311475409837,5.578947368421052,57708.18032786885,0.5737704918032787,0.04918032786885246,11.573770491803279,14083.672131147541,51.74590163934426,26.557377049180328,61
2012-08-01,MO,13464.835164835165,1225300,43.64835164835165,13.813626373626374,2.5714285714285716,6.704545454545454,62219.873406593404,0.5714285714285714,0.14285714285714285,10.604395604395604,14514.285714285714,54.51868131868132,26.153846153846153,91
2012-09-01,MO,12696.363636363636,1396600,40.8,13.912727272727272,2.6,6.285714285714286,63896.818,0.5545454545454546,0.08181818181818182,10.6,15541.863636363636,58.25545454545455,25.663636363636364,110
2012-10-01,MO,12844.871794871795,1502850,41.333333333333336,13.982564102564103,2.5982905982905984,5.36936936936937,56260.2947008547,0.6752136752136753,0.06837606837606838,10.52991452991453,13310.094017094018,58.175213675213676,24.034188034188034,117
2012-11-01,MO,12235.969387755102,1199125,41.38775510204081,13.898367346938775,2.673469387755102,6.336956521739131,64309.02040816326,0.6428571428571429,0.061224489795918366,11.255102040816327,14744.540816326531,55.90714285714286,27.693877551020407,98
2012-12-01,MO,15264.772727272728,1679125,41.236363636363635,14.116181818181818,2.618181818181818,6.745283018867925,74071.08845454546,0.7272727272727273,0.05454545454545454,11.636363636363637,19732.672727272726,62.375454545454545,29.318181818181817,110
2013-01-01,MO,16378.846153846154,1703400,40.15384615384615,13.80701923076923,2.576923076923077,6.693069306930693,78658.45480769231,0.7115384615384616,0.125,11.384615384615385,17864.81730769231,61.17980769230769,27.817307692307693,104
2013-02-01,MO,15921.551724137931,1846900,42.206896551724135,14.571379310344827,2.7241379310344827,6.417391304347826,70998.87301724138,0.7155172413793104,0.05172413793103448,11.681034482758621,19448.706896551725,67.86293103448276,25.353448275862068,116
2013-03-01,MO,15554.655172413793,2255425,41.296551724137935,13.766206896551724,2.5310344827586206,6.453237410071942,69533.69627586206,0.6137931034482759,0.06206896551724138,12.213793103448277,19018.862068965518,59.19586206896552,27.855172413793102,145
2013-04-01,MO,14270.645161290322,2211950,40.95483870967742,14.821096774193547,2.8645161290322583,6.331081081081081,65074.98167741935,0.6774193548387096,0.08387096774193549,11.36774193548387,15116.554838709677,57.67161290322581,26.412903225806453,155
2013-05-01,MO,14080.246913580248,2281000,42.81481481481482,15.305802469135802,3.0308641975308643,6.897435897435898,62845.44098765432,0.691358024691358,0.06790123456790123,11.055555555555555,14531.913580246914,60.25987654320988,25.753086419753085,162
2013-06-01,MO,13677.878787878788,2256850,42.54545454545455,14.496242424242423,2.7636363636363637,6.363636363636363,59932.95757575757,0.6181818181818182,0.05454545454545454,10.648484848484848,14191.20606060606,57.45393939393939,25.066666666666666,165
